survey_year,awardee_id,vaccine_type_code,vaccine_type,vaccine_patient_type,doses_ordered,doses_wasted,reported_loss_pct,calculated_loss_pct,reported_minus_calculated_pct,included_in_standard_analysis,synthetic_data_notice
2024,SYN-AWD-033,mmrv,MMRV,Public pediatric doses,1012,34,3.393,3.36,0.033,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-033,menb,MenB,Public pediatric doses,1766,50,2.903,2.831,0.072,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-033,dengue,Dengue,Public pediatric doses,191,9,4.654,4.712,-0.058,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-033,dtap_ipv_hib_hepb,DTaP-IPV-Hib-HepB,Public pediatric doses,1189,41,3.405,3.448,-0.044,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-033,menabcwy,MenABCWY,Public pediatric doses,463,15,3.183,3.24,-0.057,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-033,menacwy,MenACWY,Public pediatric doses,4281,143,3.507,3.34,0.166,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-033,nirsevimab,Nirsevimab,Public pediatric doses,2207,171,,7.748,,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-033,mpox,Mpox,Public pediatric doses,0,0,,,,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-033,rsv_maternal,RSV Maternal,Public pediatric doses,1670,64,3.655,3.832,-0.177,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-033,covid,COVID-19,Public pediatric doses,3860,406,10.516,10.518,-0.002,0,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-033,influenza,Influenza,Public pediatric doses,8054,883,11.201,10.963,0.237,0,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-034,dtap,DTaP,VFC pediatric doses only,17826,429,2.521,2.407,0.114,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-034,dtap_ipv,DTaP-IPV,VFC pediatric doses only,3885,149,3.784,3.835,-0.051,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-034,dtap_hepb_ipv,DTaP-HepB-IPV,VFC pediatric doses only,5718,228,3.879,3.987,-0.108,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-034,dtap_ipv_hib,DTaP-IPV-Hib,VFC pediatric doses only,2668,106,3.818,3.973,-0.155,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-034,hepa_pediatric,HepA Pediatric,VFC pediatric doses only,9746,279,2.956,2.863,0.094,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-034,hepa_hepb,HepA-HepB,VFC pediatric doses only,1362,50,3.602,3.671,-0.069,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-034,hepb_pediatric,HepB Pediatric,VFC pediatric doses only,12267,227,1.666,1.85,-0.184,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-034,hib,Hib,VFC pediatric doses only,11074,278,2.185,2.51,-0.326,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-034,hpv,HPV,VFC pediatric doses only,15145,448,3.232,2.958,0.274,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-034,mmr,MMR,VFC pediatric doses only,10921,320,2.92,2.93,-0.01,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-034,pcv,PCV,VFC pediatric doses only,14297,375,2.822,2.623,0.2,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-034,ppv23,PPSV23,VFC pediatric doses only,1922,51,2.25,2.653,-0.403,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-034,polio,Polio,VFC pediatric doses only,11806,385,3.533,3.261,0.272,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-034,rota,Rotavirus,VFC pediatric doses only,10526,697,6.91,6.622,0.289,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-034,td,Td,VFC pediatric doses only,1721,84,4.779,4.881,-0.102,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-034,tdap,Tdap,VFC pediatric doses only,12863,412,3.444,3.203,0.241,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-034,varicella,Varicella,VFC pediatric doses only,10696,376,3.796,3.515,0.281,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-034,mmrv,MMRV,VFC pediatric doses only,2801,86,3.0,3.07,-0.071,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-034,menb,MenB,VFC pediatric doses only,6535,193,2.919,2.953,-0.034,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-034,dengue,Dengue,VFC pediatric doses only,0,0,,,,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-034,dtap_ipv_hib_hepb,DTaP-IPV-Hib-HepB,VFC pediatric doses only,3654,187,5.309,5.118,0.191,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-034,menabcwy,MenABCWY,VFC pediatric doses only,0,0,,,,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-034,menacwy,MenACWY,VFC pediatric doses only,11914,369,3.009,3.097,-0.088,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-034,nirsevimab,Nirsevimab,VFC pediatric doses only,4978,235,4.846,4.721,0.126,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-034,mpox,Mpox,VFC pediatric doses only,0,0,,,,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-034,rsv_maternal,RSV Maternal,VFC pediatric doses only,0,0,,,,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-034,covid,COVID-19,VFC pediatric doses only,11417,870,7.472,7.62,-0.148,0,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-034,influenza,Influenza,VFC pediatric doses only,24416,4608,19.085,18.873,0.212,0,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-035,dtap,DTaP,Public pediatric doses,20358,518,2.511,2.544,-0.033,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-035,dtap_ipv,DTaP-IPV,Public pediatric doses,5831,125,2.224,2.144,0.08,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-035,dtap_hepb_ipv,DTaP-HepB-IPV,Public pediatric doses,9325,394,4.394,4.225,0.168,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-035,dtap_ipv_hib,DTaP-IPV-Hib,Public pediatric doses,3740,105,2.779,2.807,-0.029,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-035,hepa_pediatric,HepA Pediatric,Public pediatric doses,18447,508,2.691,2.754,-0.063,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-035,hepa_hepb,HepA-HepB,Public pediatric doses,0,0,,,,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-035,hepb_pediatric,HepB Pediatric,Public pediatric doses,17873,325,1.696,1.818,-0.122,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-035,hib,Hib,Public pediatric doses,16691,700,3.796,4.194,-0.398,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-035,hpv,HPV,Public pediatric doses,21300,453,2.101,2.127,-0.025,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-035,mmr,MMR,Public pediatric doses,15523,314,1.744,2.023,-0.279,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-035,pcv,PCV,Public pediatric doses,24847,337,1.431,1.356,0.075,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-035,ppv23,PPSV23,Public pediatric doses,3188,128,4.28,4.015,0.264,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-035,polio,Polio,Public pediatric doses,14045,158,1.149,1.125,0.024,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-035,rota,Rotavirus,Public pediatric doses,13870,476,3.33,3.432,-0.102,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-035,td,Td,Public pediatric doses,2265,61,2.494,2.693,-0.199,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-035,tdap,Tdap,Public pediatric doses,17595,435,2.219,2.472,-0.253,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-035,varicella,Varicella,Public pediatric doses,13928,404,2.878,2.901,-0.023,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-035,mmrv,MMRV,Public pediatric doses,4037,102,2.478,2.527,-0.049,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-035,menb,MenB,Public pediatric doses,9152,258,2.696,2.819,-0.123,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-035,dengue,Dengue,Public pediatric doses,723,33,4.371,4.564,-0.193,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-035,dtap_ipv_hib_hepb,DTaP-IPV-Hib-HepB,Public pediatric doses,4452,213,4.687,4.784,-0.097,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-035,menabcwy,MenABCWY,Public pediatric doses,1786,96,5.316,5.375,-0.059,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-035,menacwy,MenACWY,Public pediatric doses,20767,566,2.527,2.725,-0.199,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-035,nirsevimab,Nirsevimab,Public pediatric doses,9961,431,4.158,4.327,-0.169,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-035,mpox,Mpox,Public pediatric doses,414,24,6.117,5.797,0.32,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-035,rsv_maternal,RSV Maternal,Public pediatric doses,0,0,,,,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-035,covid,COVID-19,Public pediatric doses,17952,1106,6.332,6.161,0.171,0,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-035,influenza,Influenza,Public pediatric doses,45051,3328,7.64,7.387,0.253,0,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-036,dtap,DTaP,VFC pediatric doses only,18076,444,2.416,2.456,-0.041,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-036,dtap_ipv,DTaP-IPV,VFC pediatric doses only,6418,192,2.932,2.992,-0.06,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-036,dtap_hepb_ipv,DTaP-HepB-IPV,VFC pediatric doses only,7648,234,2.874,3.06,-0.186,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-036,dtap_ipv_hib,DTaP-IPV-Hib,VFC pediatric doses only,3092,78,2.501,2.523,-0.022,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-036,hepa_pediatric,HepA Pediatric,VFC pediatric doses only,15583,556,3.765,3.568,0.197,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-036,hepa_hepb,HepA-HepB,VFC pediatric doses only,1708,64,4.188,3.747,0.441,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-036,hepb_pediatric,HepB Pediatric,VFC pediatric doses only,16667,444,2.517,2.664,-0.147,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-036,hib,Hib,VFC pediatric doses only,12489,361,2.954,2.891,0.064,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-036,hpv,HPV,VFC pediatric doses only,17796,277,1.92,1.557,0.364,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-036,mmr,MMR,VFC pediatric doses only,13812,473,3.697,3.425,0.272,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-036,pcv,PCV,VFC pediatric doses only,22270,521,2.318,2.339,-0.021,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-036,ppv23,PPSV23,VFC pediatric doses only,2570,138,5.45,5.37,0.08,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-036,polio,Polio,VFC pediatric doses only,10390,166,1.641,1.598,0.043,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-036,rota,Rotavirus,VFC pediatric doses only,17344,563,3.462,3.246,0.216,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-036,td,Td,VFC pediatric doses only,2344,95,4.039,4.053,-0.014,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-036,tdap,Tdap,VFC pediatric doses only,18397,540,2.731,2.935,-0.204,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-036,varicella,Varicella,VFC pediatric doses only,15801,404,2.473,2.557,-0.084,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-036,mmrv,MMRV,VFC pediatric doses only,3084,135,4.409,4.377,0.032,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-036,menb,MenB,VFC pediatric doses only,8389,320,3.837,3.815,0.023,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-036,dengue,Dengue,VFC pediatric doses only,724,72,10.041,9.945,0.096,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-036,dtap_ipv_hib_hepb,DTaP-IPV-Hib-HepB,VFC pediatric doses only,4929,245,5.237,4.971,0.267,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-036,menabcwy,MenABCWY,VFC pediatric doses only,1560,56,3.618,3.59,0.029,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-036,menacwy,MenACWY,VFC pediatric doses only,16673,427,2.851,2.561,0.29,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-036,nirsevimab,Nirsevimab,VFC pediatric doses only,9137,337,3.947,3.688,0.258,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-036,mpox,Mpox,VFC pediatric doses only,0,0,,,,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-036,rsv_maternal,RSV Maternal,VFC pediatric doses only,5078,285,5.653,5.612,0.04,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-036,covid,COVID-19,VFC pediatric doses only,20931,2748,13.151,13.129,0.022,0,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-036,influenza,Influenza,VFC pediatric doses only,27870,2621,9.375,9.404,-0.03,0,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-037,dtap,DTaP,All publicly funded doses,6943,172,2.515,2.477,0.038,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-037,dtap_ipv,DTaP-IPV,All publicly funded doses,1856,86,4.648,4.634,0.014,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-037,dtap_hepb_ipv,DTaP-HepB-IPV,All publicly funded doses,4216,106,2.555,2.514,0.041,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-037,dtap_ipv_hib,DTaP-IPV-Hib,All publicly funded doses,1592,67,4.305,4.209,0.096,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-037,hepa_pediatric,HepA Pediatric,All publicly funded doses,5665,189,3.239,3.336,-0.097,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-037,hepa_hepb,HepA-HepB,All publicly funded doses,901,29,3.227,3.219,0.008,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-037,hepb_pediatric,HepB Pediatric,All publicly funded doses,6848,231,3.413,3.373,0.04,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-037,hib,Hib,All publicly funded doses,6111,277,,4.533,,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-037,hpv,HPV,All publicly funded doses,10271,240,2.24,2.337,-0.097,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-037,mmr,MMR,All publicly funded doses,6840,285,4.082,4.167,-0.085,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-037,pcv,PCV,All publicly funded doses,7343,208,2.654,2.833,-0.178,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-037,ppv23,PPSV23,All publicly funded doses,1098,50,4.508,4.554,-0.045,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-037,polio,Polio,All publicly funded doses,5599,116,2.3,2.072,0.228,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-037,rota,Rotavirus,All publicly funded doses,5729,293,5.154,5.114,0.039,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-037,td,Td,All publicly funded doses,813,36,4.203,4.428,-0.225,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-037,tdap,Tdap,All publicly funded doses,8312,333,3.964,4.006,-0.042,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-037,varicella,Varicella,All publicly funded doses,6614,216,3.399,3.266,0.133,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-037,mmrv,MMRV,All publicly funded doses,1292,115,8.821,8.901,-0.08,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-037,menb,MenB,All publicly funded doses,3635,135,3.695,3.714,-0.019,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-037,dengue,Dengue,All publicly funded doses,327,33,10.7,10.092,0.608,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-037,dtap_ipv_hib_hepb,DTaP-IPV-Hib-HepB,All publicly funded doses,1772,81,,4.571,,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-037,menabcwy,MenABCWY,All publicly funded doses,591,29,4.666,4.907,-0.241,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-037,menacwy,MenACWY,All publicly funded doses,8059,188,2.378,2.333,0.045,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-037,nirsevimab,Nirsevimab,All publicly funded doses,3445,227,6.299,6.589,-0.291,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-037,mpox,Mpox,All publicly funded doses,0,0,,,,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-037,rsv_maternal,RSV Maternal,All publicly funded doses,1928,139,6.862,7.21,-0.347,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-037,covid,COVID-19,All publicly funded doses,6307,544,8.894,8.625,0.269,0,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-037,influenza,Influenza,All publicly funded doses,15297,1583,10.75,10.348,0.401,0,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-038,dtap,DTaP,Public pediatric doses,31828,608,2.102,1.91,0.192,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-038,dtap_ipv,DTaP-IPV,Public pediatric doses,8810,326,3.903,3.7,0.202,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-038,dtap_hepb_ipv,DTaP-HepB-IPV,Public pediatric doses,12240,339,2.89,2.77,0.12,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-038,dtap_ipv_hib,DTaP-IPV-Hib,Public pediatric doses,4256,145,3.087,3.407,-0.32,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-038,hepa_pediatric,HepA Pediatric,Public pediatric doses,24152,557,2.584,2.306,0.278,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-038,hepa_hepb,HepA-HepB,Public pediatric doses,2409,65,2.529,2.698,-0.169,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-038,hepb_pediatric,HepB Pediatric,Public pediatric doses,21597,639,3.034,2.959,0.076,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-038,hib,Hib,Public pediatric doses,30904,902,2.659,2.919,-0.26,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-038,hpv,HPV,Public pediatric doses,29625,809,3.165,2.731,0.434,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-038,mmr,MMR,Public pediatric doses,23755,724,2.95,3.048,-0.098,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-038,pcv,PCV,Public pediatric doses,26520,835,3.055,3.149,-0.094,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-038,ppv23,PPSV23,Public pediatric doses,4502,188,3.789,4.176,-0.387,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
2024,SYN-AWD-038,polio,Polio,Public pediatric doses,28489,479,1.55,1.681,-0.131,1,SYNTHETIC_PORTFOLIO_DATA_NOT_REAL_CDC_OR_AWARDEE_DATA
